audio_id,dataset,category,audio_file,engine,status,cer,substitution,deletion,insertion,reference_chars,reference_text,hypothesis_text,error
speech_S000018_000329,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000018\000329.wav,clova,OK,6.25,1,3,0,64,학교에서 예방교육 실시하고 있지요 어떤 식으로 어느 학교든지 아마 다 하고 있을 겁니다 다만 그 프로그램 내용이 학교폭력을 예방할 수 있을 만큼의 내용이냐.,에서 예방 교육 실시하고 있죠. 어떤 식으로 어느 학교든지 아마 다 하고 있을 겁니다. 다만 그 프로그램 내용이 학교 폭력을 예방할 수 있을 만큼의 내용이냐.,
speech_S000018_000329,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000018\000329.wav,azure,OK,10.94,0,6,1,64,학교에서 예방교육 실시하고 있지요 어떤 식으로 어느 학교든지 아마 다 하고 있을 겁니다 다만 그 프로그램 내용이 학교폭력을 예방할 수 있을 만큼의 내용이냐.,에서 예방 교육 실시하고 있지요. 어떤 식으로든지 아마 다 하고 있을 겁니다. 다만 그 프로그램 내용이. 어 학교 폭력을 예방할 수 있을 만큼의 내용이냐?,
speech_S000018_000329,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000018\000329.wav,whisper,OK,7.81,3,2,0,64,학교에서 예방교육 실시하고 있지요 어떤 식으로 어느 학교든지 아마 다 하고 있을 겁니다 다만 그 프로그램 내용이 학교폭력을 예방할 수 있을 만큼의 내용이냐.,그래서 예방 교육 실시하고 있죠. 어떤 식으로? 어느 학교든지 아마 다 하고 있을 겁니다. 다만 그 프로그램 내용이 학교 폭력을 예방할 수 있을 만큼의 내용이냐.,
speech_S000018_000329,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000018\000329.wav,google,OK,6.25,2,1,1,64,학교에서 예방교육 실시하고 있지요 어떤 식으로 어느 학교든지 아마 다 하고 있을 겁니다 다만 그 프로그램 내용이 학교폭력을 예방할 수 있을 만큼의 내용이냐.,그래서 예방 교육 실시하고 있지요. 어떤 식으로 어느 학교든지 아마 다 하고 있을 겁니다. 다만 그 프로그램 내용이 어 학교 폭력을 예방할 수 있을 만큼의 내용이냐?,
speech_S000018_000329,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000018\000329.wav,assemblyai,OK,7.81,3,2,0,64,학교에서 예방교육 실시하고 있지요 어떤 식으로 어느 학교든지 아마 다 하고 있을 겁니다 다만 그 프로그램 내용이 학교폭력을 예방할 수 있을 만큼의 내용이냐.,그래서 예방 교육 실시하고 있죠. 어떤 식으로? 어느 학교든지 아마 다 하고 있을 겁니다. 다만 그 프로그램 내용이 학교 폭력을 예방할 수 있을 만큼의 내용이냐,
speech_S000012_000193,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000012\000193.wav,clova,OK,6.9,1,3,0,58,l/ 다들+ 다들 뭐/ 목표가 뚜렷하게 이 과를 정해서 그걸 평생 목표를 해왔어도 제가 수능을 (1번)/(한 번) 망해버리면 그 과에 갈 수가 없게 되는 거잖아요.,다들 다들 뭐 목표가 뚜렷하게 이 과를 정해서 그걸 평생 목표로 해왔어도 제가 수능을 한번 망해버리면 그 과에 갈 수가 없게 되는 거잖아요.,
speech_S000012_000193,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000012\000193.wav,azure,OK,5.17,0,3,0,58,l/ 다들+ 다들 뭐/ 목표가 뚜렷하게 이 과를 정해서 그걸 평생 목표를 해왔어도 제가 수능을 (1번)/(한 번) 망해버리면 그 과에 갈 수가 없게 되는 거잖아요.,다들 다들 뭐 목표가 뚜렷하게 이과를 정해서 그걸 평생 목표를 해왔어도 제가 수능을 한번 망해버리면 그 과에 갈 수가 없게 되는 거잖아요.,
speech_S000012_000193,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000012\000193.wav,whisper,OK,12.07,1,6,0,58,l/ 다들+ 다들 뭐/ 목표가 뚜렷하게 이 과를 정해서 그걸 평생 목표를 해왔어도 제가 수능을 (1번)/(한 번) 망해버리면 그 과에 갈 수가 없게 되는 거잖아요.,다들 목표가 뚜렷하게 이 과를 정해서 그걸 평생 목표로 해왔어도 제가 수능을 한번 망해버리면 그 과에 갈 수가 없게 되는 거잖아요.,
speech_S000012_000193,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000012\000193.wav,google,OK,8.62,1,3,1,58,l/ 다들+ 다들 뭐/ 목표가 뚜렷하게 이 과를 정해서 그걸 평생 목표를 해왔어도 제가 수능을 (1번)/(한 번) 망해버리면 그 과에 갈 수가 없게 되는 거잖아요.,다들 다들 뭐 목표가 뚜렷하게이 뭐 과를 정해서 그걸 평생 목표로 해 왔어도 제가 수능을 한번 망해 버리면 그 과에 갈 수가 없게 되는 거잖아요.,
speech_S000012_000193,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000012\000193.wav,assemblyai,OK,12.07,1,6,0,58,l/ 다들+ 다들 뭐/ 목표가 뚜렷하게 이 과를 정해서 그걸 평생 목표를 해왔어도 제가 수능을 (1번)/(한 번) 망해버리면 그 과에 갈 수가 없게 되는 거잖아요.,다들 목표가 뚜렷하게 이 과를 정해서 그걸 평생 목표로 해왔어도 제가 수능을 한번 망해버리면 그 과에 갈 수가 없게 되는 거잖아요.,
speech_S000018_000193,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000018\000193.wav,clova,OK,3.51,0,0,2,57,바뀌지 않으면 앞으로도 계속 반복될 수밖에 없습니다 그러면 지금 같은 상황에서는 학교에서 폭력사건이 발생하면 그게 어떻게 처리가 되죠.,바뀌지 않으면 앞으로도 계속 반복될 수밖에 없습니다. 네. 그러면 지금 같은 상황에서는 학교에서 폭력 사건이 발생하면 어 그게 어떻게 처리가 되죠?,
speech_S000018_000193,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000018\000193.wav,azure,OK,1.75,0,0,1,57,바뀌지 않으면 앞으로도 계속 반복될 수밖에 없습니다 그러면 지금 같은 상황에서는 학교에서 폭력사건이 발생하면 그게 어떻게 처리가 되죠.,바뀌지 않으면 앞으로도 계속 반복될 수밖에 없습니다. 그러면 지금 같은 상황에서는 학교에서 폭력 사건이 발생하면 어 그게 어떻게 처리가 되죠?,
speech_S000018_000193,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000018\000193.wav,whisper,OK,0.0,0,0,0,57,바뀌지 않으면 앞으로도 계속 반복될 수밖에 없습니다 그러면 지금 같은 상황에서는 학교에서 폭력사건이 발생하면 그게 어떻게 처리가 되죠.,바뀌지 않으면 앞으로도 계속 반복될 수밖에 없습니다. 그러면 지금 같은 상황에서는 학교에서 폭력 사건이 발생하면 그게 어떻게 처리가 되죠?,
speech_S000018_000193,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000018\000193.wav,google,OK,1.75,0,0,1,57,바뀌지 않으면 앞으로도 계속 반복될 수밖에 없습니다 그러면 지금 같은 상황에서는 학교에서 폭력사건이 발생하면 그게 어떻게 처리가 되죠.,바뀌지 않으면 앞으로도 계속 반복될 수밖에 없습니다. 그러면 지금 같은 상황에서는 학교에서 폭력 사건이 발생하면 어 그게 어떻게 처리가 되죠?,
speech_S000018_000193,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000018\000193.wav,assemblyai,OK,1.75,0,1,0,57,바뀌지 않으면 앞으로도 계속 반복될 수밖에 없습니다 그러면 지금 같은 상황에서는 학교에서 폭력사건이 발생하면 그게 어떻게 처리가 되죠.,바뀌지 않으면 앞으로 계속 반복될 수밖에 없습니다. 그러면 지금 같은 상황에서는 학교에서 폭력 사건이 발생하면 그게 어떻게 처리가 되죠?,
speech_S000023_000821,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000023\000821.wav,clova,OK,11.76,1,2,1,34,에/ 그/ 견뎌 나올 수 있다 라고 하는 것은 무슨 이유가 있었다는 그런 음/ 우리가 의미를 아/,에 그 견뎌 나갈 수 있었다 라고 하는 것은 무슨 이유가 있었다는 그런 우리가 의미를.,
speech_S000023_000821,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000023\000821.wav,azure,OK,5.88,1,0,1,34,에/ 그/ 견뎌 나올 수 있다 라고 하는 것은 무슨 이유가 있었다는 그런 음/ 우리가 의미를 아/,에 그 견뎌 나올 수 있다라고 하는 것은 무슨 이유가 있었다 하는 그런 음 우리가 의미를 어?,
speech_S000023_000821,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000023\000821.wav,whisper,OK,26.47,2,7,0,34,에/ 그/ 견뎌 나올 수 있다 라고 하는 것은 무슨 이유가 있었다는 그런 음/ 우리가 의미를 아/,견뎌나올 수 있다라고 하는 것은 무슨 이유가 있다라는 그런 의미를,
speech_S000023_000821,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000023\000821.wav,google,OK,5.88,1,1,0,34,에/ 그/ 견뎌 나올 수 있다 라고 하는 것은 무슨 이유가 있었다는 그런 음/ 우리가 의미를 아/,"예, 그 견뎌 나올 수 있다라고 하는 것은 무슨 이유가 있었다는 그런음 우리가 의미를.",
speech_S000023_000821,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000023\000821.wav,assemblyai,OK,26.47,2,7,0,34,에/ 그/ 견뎌 나올 수 있다 라고 하는 것은 무슨 이유가 있었다는 그런 음/ 우리가 의미를 아/,견뎌나올 수 있다라고 하는 것은 무슨 이유가 있다라는 그런 의미를,
speech_S000023_000603,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000023\000603.wav,clova,OK,3.75,1,2,0,80,이거 어떻습니까? 인제 어떤 학부모님께서도 말씀해 주셨습니다만 사실 저는 (A)/(에이)라는 학교를 가고 싶습니다. 그런데 고교평준화 제도 하에서는 갈 수가 없습니다. 존중 받아야 될 권리 아니겠습니까?,이거 어떻습니까? 이제 어떤 학부모님께서도 말씀해 주셨습니다만 사실 저는 a라는 학교를 가고 싶습니다. 그런데 고교 평준화 제도 하에서는 갈 수가 없습니다. 존중받아야 될 권리 아니겠습니까?,
speech_S000023_000603,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000023\000603.wav,azure,OK,10.0,5,3,0,80,이거 어떻습니까? 인제 어떤 학부모님께서도 말씀해 주셨습니다만 사실 저는 (A)/(에이)라는 학교를 가고 싶습니다. 그런데 고교평준화 제도 하에서는 갈 수가 없습니다. 존중 받아야 될 권리 아니겠습니까?,"이거 어떻습니까? 이제 어떤 학부모님께서도 말씀하셨습니다만, 사실 저는 a 라는 학교를 가고 싶습니다. 그런데 고객평지와 제도하에서는 갈 수가 없습니다. 존중받아야 될 권리 아니겠습니까?",
speech_S000023_000603,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000023\000603.wav,whisper,OK,6.25,3,2,0,80,이거 어떻습니까? 인제 어떤 학부모님께서도 말씀해 주셨습니다만 사실 저는 (A)/(에이)라는 학교를 가고 싶습니다. 그런데 고교평준화 제도 하에서는 갈 수가 없습니다. 존중 받아야 될 권리 아니겠습니까?,이것 어떻습니까 이제 어떤 학부모님께서도 말씀해 주셨습니다만 사실 저는 A라는 학교를 가고 싶습니다 그런데 고교평준화 제도화에서는 갈 수가 없습니다 존중 받아야 될 권리 아니겠습니까,
speech_S000023_000603,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000023\000603.wav,google,OK,13.75,8,3,0,80,이거 어떻습니까? 인제 어떤 학부모님께서도 말씀해 주셨습니다만 사실 저는 (A)/(에이)라는 학교를 가고 싶습니다. 그런데 고교평준화 제도 하에서는 갈 수가 없습니다. 존중 받아야 될 권리 아니겠습니까?,"이것도 씁니까? 이제 어떤 학부모님께서도 말씀해 주셨습니다만, 사실 저는 a라는 학교를 가고 싶습니다. 그런데 고객 평지가 제도화에서는 갈 수가 없습니다. 존중받아야 될 권리 아니겠습니까?",
speech_S000023_000603,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000023\000603.wav,assemblyai,OK,6.25,1,4,0,80,이거 어떻습니까? 인제 어떤 학부모님께서도 말씀해 주셨습니다만 사실 저는 (A)/(에이)라는 학교를 가고 싶습니다. 그런데 고교평준화 제도 하에서는 갈 수가 없습니다. 존중 받아야 될 권리 아니겠습니까?,이거 어떻습니까. 어떤 학부모님께서도 말씀해주셨습니다만 사실 저는 a라는 학교를 가고 싶습니다. 그런데 고교평준화 제도화에서는 갈 수가 없습니다. 존중받아야 될 권리 아니겠습니까.,
speech_S000019_000248,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000019\000248.wav,clova,OK,15.71,4,3,4,70,o/ 선생님께서 판단 할 수 있는 역할이 되는 거고 사람마다 다른 레벨의 시험을 보는 거죠 그리고 그 시험 중간중간에 선생님께 질문을 할 수 있게 그런 제도를 만들면 좋지 않을까.,선생님께서 판단하시는 게 역할이 되는 거고 이제 사람마다 이제 다른 레벨의 시험을 보는 그리고 그 시험 중간 중간에 선생님께 질문을 할 수 있게 그런 제도를 만들면 좋지 않을까.,
speech_S000019_000248,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000019\000248.wav,azure,OK,14.29,4,1,5,70,o/ 선생님께서 판단 할 수 있는 역할이 되는 거고 사람마다 다른 레벨의 시험을 보는 거죠 그리고 그 시험 중간중간에 선생님께 질문을 할 수 있게 그런 제도를 만들면 좋지 않을까.,선생님께서 판단하시는 이게 역할이 되는 거고 이제 사람마다 이제 다른 레벨의 시험을 보는 거죠. 그리고 그 시험 중간중간에 선생님께 질문을 할 수 있게 그런 제도를 만들면 좋지 않을까?,
speech_S000019_000248,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000019\000248.wav,whisper,OK,8.57,4,2,0,70,o/ 선생님께서 판단 할 수 있는 역할이 되는 거고 사람마다 다른 레벨의 시험을 보는 거죠 그리고 그 시험 중간중간에 선생님께 질문을 할 수 있게 그런 제도를 만들면 좋지 않을까.,"선생님께서 판단하시는 게 역할이 되는 거고, 사람마다 다른 레벨의 시험을 보는 거죠. 그리고 시험 중간 중간에 선생님께 질문을 할 수 있게 그런 제도를 만들면 좋지 않을까.",
speech_S000019_000248,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000019\000248.wav,google,OK,12.86,4,1,4,70,o/ 선생님께서 판단 할 수 있는 역할이 되는 거고 사람마다 다른 레벨의 시험을 보는 거죠 그리고 그 시험 중간중간에 선생님께 질문을 할 수 있게 그런 제도를 만들면 좋지 않을까.,"선생님께서 판단하신 그게 역할이 되는 거고, 이제 사람마다 이제 다른 레벨의 시험을 보는 거죠. 그리고 그 시험 중간중간에 선생님께 질문을 할 수 있게 그런 제도를 만들면 좋지 않을까?",
speech_S000019_000248,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000019\000248.wav,assemblyai,OK,8.57,4,2,0,70,o/ 선생님께서 판단 할 수 있는 역할이 되는 거고 사람마다 다른 레벨의 시험을 보는 거죠 그리고 그 시험 중간중간에 선생님께 질문을 할 수 있게 그런 제도를 만들면 좋지 않을까.,선생님께서 판단하시는 게 역할이 되는 거고 사람마다 다른 레벨의 시험을 보는 거죠. 그리고 시험 중간 중간에 선생님께 질문을 할 수 있게 그런 제도를 만들면 좋지 않을까.,
speech_S000023_000230,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000023\000230.wav,clova,OK,4.6,0,4,0,87,어/ 이 개별 학교들이 다양하게 경쟁하고 좋은 학교들이 어/ 생기고 출연할 수 있도록 그렇게 유도를 하는 제도가 돼 가지고 학교가 발전을 해야 되는데 우리 학교는 평준화의 틀에 묶여가지고 (30년)/(삼십 년) 전과 같이 그냥,어 이 개별 학교들이 다양하게 경쟁하고 좋은 학교들이 생기고 출연할 수 있도록 그렇게 유도를 하는 제도가 돼 가지고 학교가 발전을 해야 되는데 우리 학교는 평준화의 틀에 묶여 가지고 30년 전과 같이 그냥.,
speech_S000023_000230,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000023\000230.wav,azure,OK,3.45,0,3,0,87,어/ 이 개별 학교들이 다양하게 경쟁하고 좋은 학교들이 어/ 생기고 출연할 수 있도록 그렇게 유도를 하는 제도가 돼 가지고 학교가 발전을 해야 되는데 우리 학교는 평준화의 틀에 묶여가지고 (30년)/(삼십 년) 전과 같이 그냥,어 이 개별 학교들이 다양하게 경쟁하고 좋은 학교들이 어 생기고 출연할 수 있도록 그렇게 유도를 하는 제도가 돼가지고 학교가 발전을 해야 되는데 우리 학교는 평준화의 틀에 묶여 가지고 30년 전과 같이 그냥.,
speech_S000023_000230,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000023\000230.wav,whisper,OK,6.9,0,6,0,87,어/ 이 개별 학교들이 다양하게 경쟁하고 좋은 학교들이 어/ 생기고 출연할 수 있도록 그렇게 유도를 하는 제도가 돼 가지고 학교가 발전을 해야 되는데 우리 학교는 평준화의 틀에 묶여가지고 (30년)/(삼십 년) 전과 같이 그냥,개별 학교들이 다양하게 경쟁하고 좋은 학교들이 생기고 출연할 수 있도록 그렇게 유도를 하는 제도가 돼가지고 학교가 발전을 해야 되는데 우리 학교는 평준화의 틀에 묶여가지고 30년 전과 같이 그냥,
speech_S000023_000230,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000023\000230.wav,google,OK,4.6,1,3,0,87,어/ 이 개별 학교들이 다양하게 경쟁하고 좋은 학교들이 어/ 생기고 출연할 수 있도록 그렇게 유도를 하는 제도가 돼 가지고 학교가 발전을 해야 되는데 우리 학교는 평준화의 틀에 묶여가지고 (30년)/(삼십 년) 전과 같이 그냥,"어이 개별 학교들이 다양하게 경쟁하고 좋은 학교들이 어 생기고 출현할 수 있도록 그렇게 유도를 하는 제도가 돼 가지고 학교가 발전을 해야 되는데, 우리 학교는 평준화의 틀에 묶여 가지고 30년 전과 같이 그냥.",
speech_S000023_000230,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000023\000230.wav,assemblyai,OK,8.05,1,6,0,87,어/ 이 개별 학교들이 다양하게 경쟁하고 좋은 학교들이 어/ 생기고 출연할 수 있도록 그렇게 유도를 하는 제도가 돼 가지고 학교가 발전을 해야 되는데 우리 학교는 평준화의 틀에 묶여가지고 (30년)/(삼십 년) 전과 같이 그냥,개별 학교들이 다양하게 경쟁하고 좋은 학교들이 생기고 출연할 수 있도록 그렇게 유도를 하는 제도가 돼가지고 학교가 발전을 해야 되는데 우리 학교는 평균화의 틀에 묶여가지고 30년 전과 같이 그냥,
speech_S000017_000219,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000017\000219.wav,clova,OK,8.99,3,5,0,89,o/그 학교는 딱 그래요 우리가 학교에서 가리키는 건 비슷하다 왜냐하면 교재나 뭐/ 기구는 비슷하지 않겠어요. 그러나 기본 예절 교육 잘 시키고 그다음에 술 담배 안 하게 하고 허니까 취업률 (100%)/(백퍼센트)더라 그런 겁니다.,그 학교는 딱 그래요. 우리가 학교에서 가르치는 건 비슷하다. 왜냐하면 교재나 뭐 기구는 비슷하지 않겠어요. 그러나 기본 예절 교육 잘 시키고 그다음에 술 담배 안 하게 하고 하니까 취업률 100%더라 그런 겁니다.,
speech_S000017_000219,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000017\000219.wav,azure,OK,5.62,1,4,0,89,o/그 학교는 딱 그래요 우리가 학교에서 가리키는 건 비슷하다 왜냐하면 교재나 뭐/ 기구는 비슷하지 않겠어요. 그러나 기본 예절 교육 잘 시키고 그다음에 술 담배 안 하게 하고 허니까 취업률 (100%)/(백퍼센트)더라 그런 겁니다.,그 학교는 딱 그래요. 우리가 학교에서 가리키는 건 비슷하다. 왜냐하면 교재나 뭐 기구는 비슷하지 않겠어요? 그러나 기본 예절 교육 잘 시키고 그 다음에 술 담배 안 하게 하고 하니까 취업률 백 퍼센트더라. 그런 겁니다.,
speech_S000017_000219,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000017\000219.wav,whisper,OK,12.36,4,7,0,89,o/그 학교는 딱 그래요 우리가 학교에서 가리키는 건 비슷하다 왜냐하면 교재나 뭐/ 기구는 비슷하지 않겠어요. 그러나 기본 예절 교육 잘 시키고 그다음에 술 담배 안 하게 하고 허니까 취업률 (100%)/(백퍼센트)더라 그런 겁니다.,"그 학교는 딱 그래요. 우리가 학교에서 가르치는 건 비슷하다. 왜냐하면 교재나 기구는 비슷하지 않겠지. 그러나 기본 예절 교육 잘 시키고, 그다음에 술, 담배 안 하게 하고, 허니카 취업률 100%더라. 그런 겁니다.",
speech_S000017_000219,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000017\000219.wav,google,OK,10.11,3,6,0,89,o/그 학교는 딱 그래요 우리가 학교에서 가리키는 건 비슷하다 왜냐하면 교재나 뭐/ 기구는 비슷하지 않겠어요. 그러나 기본 예절 교육 잘 시키고 그다음에 술 담배 안 하게 하고 허니까 취업률 (100%)/(백퍼센트)더라 그런 겁니다.,그 학교는 딱 그래요. 우리가 학교에서 가르치는 건 비슷하다. 왜냐면 교재나 뭐 기구는 비슷하지 않겠어요. 그러나 기본 예절 교육 잘 시키고 그다음에 술 담배 안 하게 하고 하니까 취업률 100%더라 그런 겁니다.,
speech_S000017_000219,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000017\000219.wav,assemblyai,OK,16.85,4,11,0,89,o/그 학교는 딱 그래요 우리가 학교에서 가리키는 건 비슷하다 왜냐하면 교재나 뭐/ 기구는 비슷하지 않겠어요. 그러나 기본 예절 교육 잘 시키고 그다음에 술 담배 안 하게 하고 허니까 취업률 (100%)/(백퍼센트)더라 그런 겁니다.,그 학교는 딱 그래요. 우리가 학교에서 가르치는 건 비슷하다. 교재나 기구는 비슷하지 않겠지. 그러나 기본 예절 교육 잘 시키고 그다음에 술 담배 안 하게 하고 허니카 취업률 100%더라. 그런 겁니다.,
speech_S000023_000356,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000023\000356.wav,clova,OK,4.05,1,0,2,74,어떤 문제의 원인을 어떤 그/ 특별한 연관성이 없는 것들로 돌려서 그/ 평준화가 마치 사교육비나 지금 뭐/ 인성 교육 자체를 평준화 교육에 가져왔다. 이렇게까지 논리를 비약시키고 계신데,어떤 문제의 원인을 어떤 그 특별한 연관성이 없는 것들로 돌려서 그 평준화가 마치 사교육비나 지금 뭐 인성교육 자체를 평준화 교육이 가져왔다. 이렇게까지 이제 논리를 비약시키고 계신데.,
speech_S000023_000356,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000023\000356.wav,azure,OK,5.41,2,0,2,74,어떤 문제의 원인을 어떤 그/ 특별한 연관성이 없는 것들로 돌려서 그/ 평준화가 마치 사교육비나 지금 뭐/ 인성 교육 자체를 평준화 교육에 가져왔다. 이렇게까지 논리를 비약시키고 계신데,어떤 문제의 원인을 어떤 그 특별한 연관성이 없는 것들로 돌려서 그 평준화가 마치 사교육비나. 지금 뭐 인성교육 자체를 평균화 교육이 가져왔다. 이렇게까지 이제 논리를 비약시키고 계신데?,
speech_S000023_000356,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000023\000356.wav,whisper,OK,8.11,3,1,2,74,어떤 문제의 원인을 어떤 그/ 특별한 연관성이 없는 것들로 돌려서 그/ 평준화가 마치 사교육비나 지금 뭐/ 인성 교육 자체를 평준화 교육에 가져왔다. 이렇게까지 논리를 비약시키고 계신데,어떤 문제의 원인을 어떤 그 특별한 연관성이 없는 것들로 돌려서 그 평준화가 마치 사교육비나 지금 인성교육 자체를 평준화 교육을 가져왔다 이렇게까지 이제 논리를 배합시키고 계신데,
speech_S000023_000356,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000023\000356.wav,google,OK,9.46,3,2,2,74,어떤 문제의 원인을 어떤 그/ 특별한 연관성이 없는 것들로 돌려서 그/ 평준화가 마치 사교육비나 지금 뭐/ 인성 교육 자체를 평준화 교육에 가져왔다. 이렇게까지 논리를 비약시키고 계신데,어떤 문제의 원인을 어떤 그 특별한 연관성이 없는 것들로 돌려서 그 평균화가 마치 사교육비나 지금 뭐 인성 교육 자체를 평준하게 가져왔다. 이렇게까지 이제 논리를 비약시키고 계신데.,
speech_S000023_000356,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000023\000356.wav,assemblyai,OK,6.76,2,2,1,74,어떤 문제의 원인을 어떤 그/ 특별한 연관성이 없는 것들로 돌려서 그/ 평준화가 마치 사교육비나 지금 뭐/ 인성 교육 자체를 평준화 교육에 가져왔다. 이렇게까지 논리를 비약시키고 계신데,어떤 문제의 원인을 어떤 특별한 연관성이 없는 것들로 돌려서 평준화가 마치 사교육비나 지금 보면 인성교육 자체를 평준화 교육을 가져왔다 이렇게까지 논리를 비약시키고 계신데,
speech_S000023_000306,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000023\000306.wav,clova,OK,3.51,1,1,0,57,그/ 중 고등학교 교장 선생님이 발표를 하시는 게 있는데 거기에 제목이 뭐냐 하면은 교실에서 잠자는 학생들에 대한 원인과 대책. 여기 내용 보면,그 중 고등학교 교장 선생님이 발표를 하신 게 있는데 거기에 제목이 뭐냐 하면은 교실에서 잠자는 학생들에 대한 원인과 대책 여기 내용 보면.,
speech_S000023_000306,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000023\000306.wav,azure,OK,1.75,0,1,0,57,그/ 중 고등학교 교장 선생님이 발표를 하시는 게 있는데 거기에 제목이 뭐냐 하면은 교실에서 잠자는 학생들에 대한 원인과 대책. 여기 내용 보면,그 중고등학교 교장선생님이 발표를 하시는 게 있는데 거기에 제목이 뭐냐면은 교실에서 잠자는 학생들에 대한 원인과 대책. 여기 내용 보면?,
